id_gene;blocks
ENSAPOG00000016134;0|2|4|5|6|7|8
ENSAPOG00000016134;0|2|4|5|6|7|8
ENSAPOG00000016134;0|2|4|5|6|7|8
ENSAPOG00000016134;0|2|4|5|6|7|8
ENSAPOG00000023408;0|2|4|5|6|7|8
ENSAPOG00000023408;0|2|4|5|6|7|8
ENSAPOG00000023408;0|2|4|5|6|7|8
ENSAPOG00000023408;0|2|4|5|6|7|8
ENSAOCG00000015695;0|2|4|5|6|7|8
ENSAOCG00000015695;0|2|4|5|6|7|8
ENSAOCG00000015695;0|2|4|5|6|7|8
ENSAOCG00000015695;0|2|4|5|6|7|8
ENSAOCG00000015695;0|2|4|5|6|7|8
ENSAOCG00000015695;0|2|4|5|6|7|8
ENSPNYG00000024266;0|2|4|5|6|7|8
ENSPNYG00000024266;0|2|4|5|6|7|8
ENSPNYG00000024266;0|2|4|5|6|7|8
ENSPNYG00000024266;0|2|4|5|6|7|8
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8
ENSXMAG00000026005;0|1|2|3|4|5|6|7|8
